#TYPE System.Management.Automation.PSCustomObject
"Text";"Number";"Year";"Title";"DocType"
"I lov om udstykning og anden registrering i matriklen, jf. lovbekendtgørelse nr. 494 af 12. juni 2003, som ændret ved § 21 i lov nr. 542 af 24. juni 2005 og § 11 i lov nr. 539 af 8. juni 2006, foretages følgende ændringer:";"494";"2003";"lov om udstykning og anden registrering i matriklen";"lovbekendtgørelse"
"I lov om landinspektørvirksomhed, jf. lovbekendtgørelse nr. 84 af 10. februar 2006, som ændres ved det af Folketinget den 15. december 2009 vedtagne forslag til lov om ændring af lov om miljøbeskyttelse og forskellige andre love. (Implementering af servicedirektivet og anerkendelsesdirektivet på Miljøministeriets område), foretages følgende ændringer:";"84";"2006";"lov om landinspektørvirksomhed";"lovbekendtgørelse"
"I lov om afgift ved udstykning m.m. , jf. lovbekendtgørelse nr. 42 af 22. januar 1998, som ændret ved § 4 i lov nr. 485 af 9. juni 2004, foretages følgende ændring:";"42";"1998";"lov om afgift ved udstykning m.m.";"lovbekendtgørelse"
"I lov om Arbejdsgivernes Elevrefusion, jf. lovbekendtgørelse nr. 775 af 24. juni 2010, som ændret ved § 23 i lov nr. 639 af 14. juni 2010, foretages følgende ændringer:";"775";"2010";"lov om Arbejdsgivernes Elevrefusion";"lovbekendtgørelse"
"I lov om folkekirkens økonomi, jf. lovbekendtgørelse nr. 583 af 31. maj 2010, foretages følgende ændring:";"583";"2010";"lov om folkekirkens økonomi";"lovbekendtgørelse"
"I lov om Arbejdsgivernes Elevrefusion, jf. lovbekendtgørelse nr. 775 af 24. juni 2010, som ændret ved § 23 i lov nr. 639 af 14. juni 2010 og lov nr. 1230 af 2. november 2010, foretages følgende ændringer:";"775";"2010";"lov om Arbejdsgivernes Elevrefusion";"lovbekendtgørelse"
"I lov om radio- og fjernsynsvirksomhed, jf. lovbekendtgørelse nr. 477 af 6. maj 2010, foretages følgende ændringer:";"477";"2010";"lov om radio- og fjernsynsvirksomhed";"lovbekendtgørelse"
"I lov om afgift af lønsum m.v., jf. lovbekendtgørelse nr. 466 af 22. maj 2006, som ændret bl.a. ved § 1 i lov nr. 526 af 17. juni 2008 og § 2 i lov nr. 520 af 12. juni 2009 og senest ved § 41 i lov nr. 718 af 25. juni 2010, foretages følgende ændringer:";"466";"2006";"lov om afgift af lønsum m.v.";"lovbekendtgørelse"
"I lov om merværdiafgift (momsloven), jf. lovbekendtgørelse nr. 966 af 14. oktober 2005, som ændret bl.a. ved § 1 i lov nr. 408 af 8. maj 2006, § 1 i lov nr. 517 af 7. juni 2006, § 1 i lov nr. 524 af 17. juni 2008, § 1 i lov nr. 525 af 17. juni 2008, § 3 i lov nr. 1344 af 19. december 2008 og § 1 i lov nr. 520 af 12. juni 2009 og senest ved lov nr. 1134 af 4. december 2009, foretages følgende ændringer:";"966";"2005";"lov om merværdiafgift (momsloven)";"lovbekendtgørelse"
"I lov om tobaksafgifter (tobaksafgiftsloven), jf. lovbekendtgørelse nr. 635 af 21. august 1998, som ændret bl.a. ved § 4 i lov nr. 524 af 12. juni 2009, § 3 i lov nr. 1385 af 21. december 2009 og § 3 i lov nr. 626 af 11. juni 2010 og senest ved § 9 i lov nr. 722 af 25. juni 2010, foretages følgende ændringer:";"635";"1998";"lov om tobaksafgifter (tobaksafgiftsloven)";"lovbekendtgørelse"
"I lov om afgift af spiritus m.m. (spiritusafgiftsloven), jf. lovbekendtgørelse nr. 1239 af 22. oktober 2007, som ændret bl.a. ved § 2 i lov nr. 1385 af 21. december 2009 og § 2 i lov nr. 626 af 11. juni 2010 og senest ved § 8 i lov nr. 722 af 25. juni 2010, foretages følgende ændring:";"1239";"2007";"lov om afgift af spiritus m.m. (spiritusafgiftsloven)";"lovbekendtgørelse"
"I lov om energiafgift af mineralolieprodukter m.v., jf. lovbekendtgørelse nr. 297 af 3. april 2006, som ændret bl.a. ved § 1 i lov nr. 1385 af 21. december 2009 og senest ved § 4 i lov nr. 722 af 25. juni 2010, foretages følgende ændring:";"297";"2006";"lov om energiafgift af mineralolieprodukter m.v.";"lovbekendtgørelse"
"I lov om registreringsafgift af motorkøretøjer m.v. (registreringsafgiftsloven), jf. lovbekendtgørelse nr. 1112 af 21. september 2010, som ændret ved § 4 i lov nr. 1338 af 19. december 2008 og § 39 i lov nr. 718 af 25. juni 2010, foretages følgende ændringer:";"1112";"2010";"lov om registreringsafgift af motorkøretøjer m.v. (registreringsafgiftsloven)";"lovbekendtgørelse"
"I lov om miljøbeskyttelse, jf. lovbekendtgørelse nr. 879 af 26. juni 2010, som ændret ved § 2 i lov nr. 484 af 11. maj 2010 og lov nr. 653 af 15. juni 2010, foretages følgende ændringer:";"879";"2010";"lov om miljøbeskyttelse";"lovbekendtgørelse"
"I lov om miljøbeskyttelse, jf. lovbekendtgørelse nr. 879 af 26. juni 2010, som ændret ved § 2 i lov nr. 484 af 11. maj 2010 og lov nr. 653 af 15. juni 2010, foretages følgende ændringer:";"879";"2010";"lov om miljøbeskyttelse";"lovbekendtgørelse"
"I lov om uddannelsen til studentereksamen (stx) (gymnasieloven), jf. lovbekendtgørelse nr. 791 af 24. juli 2008, som ændret ved § 1 i lov nr. 1526 af 27. december 2009, foretages følgende ændring:";"791";"2008";"lov om uddannelsen til studentereksamen (stx) (gymnasieloven)";"lovbekendtgørelse"
"I lov om uddannelserne til højere handelseksamen (hhx) og højere teknisk eksamen (htx), jf. lovbekendtgørelse nr. 871 af 27. august 2008, som ændret ved § 3 i lov nr. 289 af 15. april 2009 og § 2 i lov nr. 1526 af 27. december 2009, foretages følgende ændring:";"871";"2008";"lov om uddannelserne til højere handelseksamen (hhx) og højere teknisk eksamen (htx)";"lovbekendtgørelse"
"I lov om uddannelsen til højere forberedelseseksamen (hf-loven), jf. lovbekendtgørelse nr. 445 af 8. maj 2007, som ændret ved § 36 i lov nr. 311 af 30. april 2008, § 21 i lov nr. 475 af 17. juni 2008 og § 3 i lov nr. 1526 af 27. december 2009, foretages følgende ændring:";"445";"2007";"lov om uddannelsen til højere forberedelseseksamen (hf-loven)";"lovbekendtgørelse"
"I lov om forberedende voksenundervisning og ordblindeundervisning for voksne, jf. lovbekendtgørelse nr. 16 af 7. januar 2005, som ændret ved § 5 i lov nr. 592 af 24. juni 2005, lov nr. 1153 af 7. december 2005 og lov nr. 557 af 6. juni 2007, foretages følgende ændring:";"16";"2005";"lov om forberedende voksenundervisning og ordblindeundervisning for voksne";"lovbekendtgørelse"
"I lov om erhvervsuddannelser, jf. lovbekendtgørelse nr. 1244 af 23. oktober 2007, som ændret senest ved § 1 i lov nr. 1527 af 27. december 2009, foretages følgende ændring:";"1244";"2007";"lov om erhvervsuddannelser";"lovbekendtgørelse"
"I lov om institutioner for erhvervsrettet uddannelse, jf. lovbekendtgørelse nr. 951 af 2. oktober 2009, som ændret ved § 2 i lov nr. 1527 af 27. december 2009, foretages følgende ændringer:";"951";"2009";"lov om institutioner for erhvervsrettet uddannelse";"lovbekendtgørelse"
"I lov om Centre for Videregående Uddannelse og andre selvejende institutioner for videregående uddannelser m.v., jf. lovbekendtgørelse nr. 228 af 17. marts 2006, som ændret ved § 1 i lov nr. 576 af 9. juni 2006, foretages følgende ændring:";"228";"2006";"lov om Centre for Videregående Uddannelse og andre selvejende institutioner for videregående uddannelser m.v.";"lovbekendtgørelse"
"I lov om erhvervsrettet grunduddannelse og videregående uddannelse (videreuddannelsessystemet) for voksne, jf. lovbekendtgørelse nr. 1049 af 9. november 2009, foretages følgende ændring:";"1049";"2009";"lov om erhvervsrettet grunduddannelse og videregående uddannelse (videreuddannelsessystemet) for voksne";"lovbekendtgørelse"
"I lov om åben uddannelse (er­hvervs­ret­tet vok­sen­ud­dan­nel­se) m.v., jf. lovbekendtgørelse nr. 952 af 2. oktober 2009, som ændret ved § 2 i lov nr. 1525 af 27. december 2009, foretages følgende ændring:";"952";"2009";"lov om åben uddannelse (er­hvervs­ret­tet vok­sen­ud­dan­nel­se) m.v.";"lovbekendtgørelse"
"I lov om apoteksvirksomhed, jf. lovbekendtgørelse nr. 855 af 4. august 2008, som ændret ved § 71 i lov nr. 1336 af 19. december 2008 og § 1 i lov nr. 100 af 10. februar 2009, foretages følgende ændring:";"855";"2008";"lov om apoteksvirksomhed";"lovbekendtgørelse"
"I lov om autorisation af sundhedspersoner og om sundhedsfaglig virksomhed, jf. lovbekendtgørelse nr. 1350 af 17. december 2008, foretages følgende ændring:";"1350";"2008";"lov om autorisation af sundhedspersoner og om sundhedsfaglig virksomhed";"lovbekendtgørelse"
"I lov om arbejdsmiljø, jf. lovbekendtgørelse nr. 1072 af 7. september 2010, foretages følgende ændringer:";"1072";"2010";"lov om arbejdsmiljø";"lovbekendtgørelse"
