#TYPE System.Management.Automation.PSCustomObject
"Text";"Number";"Year";"Title";"DocType"
"I lov om en garantifond for indskydere og investorer, jf. lovbekendtgørelse nr. 133 af 22. februar 2011, som ændret ved § 30 i lov nr. 718 af 25. juni 2010 og § 1 i lov nr. 619 af 14. juni 2011, foretages følgende ændring:";"133";"2011";"lov om en garantifond for indskydere og investorer";"lovbekendtgørelse"
"I lov om påligningen af indkomstskat til staten (ligningsloven), jf. lovbekendtgørelse nr. 1017 af 28. oktober 2011, som ændret senest ved § 3 i lov nr. 624 af 14. juni 2011, foretages følgende ændringer:";"1017";"2011";"lov om påligningen af indkomstskat til staten (ligningsloven)";"lovbekendtgørelse"
"I lov om udstationering af lønmodtagere, jf. lovbekendtgørelse nr. 849 af 21. juli 2006, som ændret ved lov nr. 263 af 23. april 2008, lov nr. 1394 af 27. december 2008 og lov nr. 509 af 19. maj 2010, foretages følgende ændring:";"849";"2006";"lov om udstationering af lønmodtagere";"lovbekendtgørelse"
"I lov om miljøgodkendelse m.v. af husdyrbrug, jf. lovbekendtgørelse nr. 1486 af 4. december 2009, som ændret ved § 18 i lov nr. 484 af 11. maj 2010, foretages følgende ændringer:";"1486";"2009";"lov om miljøgodkendelse m.v. af husdyrbrug";"lovbekendtgørelse"
"I lov om almene boliger m.v., jf. lovbekendtgørelse nr. 1040 af 1. september 2010, som ændret ved lov nr. 1610 af 22. december 2010, § 1 i lov nr. 1611 af 22. december 2010 og § 1 i lov nr. 1612 af 22. december 2010, foretages følgende ændringer:";"1040";"2010";"lov om almene boliger m.v.";"lovbekendtgørelse"
"I lov om revisionen af statens regnskaber m.m., jf. lovbekendtgørelse nr. 3 af 7. januar 1997, som ændret ved § 1 i lov nr. 590 af 13. juni 2006, foretages følgende ændringer:";"3";"1997";"lov om revisionen af statens regnskaber m.m.";"lovbekendtgørelse"
"I lov om miljøbeskyttelse, jf. lovbekendtgørelse nr. 879 af 26. juni 2010, som ændret bl.a. ved § 2 i lov nr. 484 af 11. maj 2010 og senest ved § 6 i lov nr. 553 af 1. juni 2011, foretages følgende ændringer:";"879";"2010";"lov om miljøbeskyttelse";"lovbekendtgørelse"
"I lov om planlægning, jf. lovbekendtgørelse nr. 937 af 24. september 2009, som ændret ved § 2 i lov nr. 1271 af 16. december 2009, § 19 i lov nr. 1505 af 27. december 2009, § 4 i lov nr. 484 af 11. maj 2010, lov nr. 424 af 10. maj 2011 og § 2 i lov nr. 553 af 1. juni 2011, foretages følgende ændringer:";"937";"2009";"lov om planlægning";"lovbekendtgørelse"
"I lov om miljøgodkendelse m.v. af husdyrbrug, jf. lovbekendtgørelse nr. 1486 af 4. december 2009, som ændret ved § 18 i lov nr. 484 af 11. maj 2010, lov nr. 122 af 23. februar 2011 og § 15 i lov nr. 341 af 27. april 2011, foretages følgende ændringer:";"1486";"2009";"lov om miljøgodkendelse m.v. af husdyrbrug";"lovbekendtgørelse"
"I lov om forurenet jord, jf. lovbekendtgørelse nr. 1427 af 4. december 2009, som ændret ved § 3 i lov nr. 1151 af 17. december 2003, § 16 i lov nr. 484 af 11. maj 2010 og § 4 i lov nr. 1555 af 21. december 2010, foretages følgende ændringer:";"1427";"2009";"lov om forurenet jord";"lovbekendtgørelse"
"I lov om kemikalier, jf. lovbekendtgørelse nr. 878 af 26. juni 2010, som ændret ved § 19 i lov nr. 484 af 11. maj 2010, § 1 i lov nr. 294 af 11. april 2011 og § 5 i lov nr. 553 af 1. juni 2011, foretages følgende ændringer:";"878";"2010";"lov om kemikalier";"lovbekendtgørelse"
"I lov om miljø og genteknologi, jf. lovbekendtgørelse nr. 869 af 26. juni 2010, som ændret ved § 20 i lov nr. 484 af 11. maj 2010, foretages følgende ændringer:";"869";"2010";"lov om miljø og genteknologi";"lovbekendtgørelse"
"I lov om miljøvurdering af planer og programmer, jf. lovbekendtgørelse nr. 936 af 24. september 2009, som ændret ved § 10 i lov nr. 484 af 11. maj 2010 og bekendtgørelse nr. 481 af 9. maj 2011, foretages følgende ændring:";"936";"2009";"lov om miljøvurdering af planer og programmer";"lovbekendtgørelse"
"I lov om miljømål m.v. for vandforekomster og internationale naturbeskyttelsesområder (miljømålsloven), jf. lovbekendtgørelse nr. 932 af 24. september 2009, som ændret ved § 22 i lov nr. 484 af 11. maj 2010, bekendtgørelse nr. 863 af 28. juni 2010 og § 4 i lov nr. 553 af 1. juni 2011, foretages følgende ændringer:";"932";"2009";"lov om miljømål m.v. for vandforekomster og internationale naturbeskyttelsesområder (miljømålsloven)";"lovbekendtgørelse"
"I lov om vandforsyning m.v., jf. lovbekendtgørelse nr. 635 af 7. juni 2010, som ændret ved § 13 i lov nr. 484 af 11. maj 2010, § 46 i lov nr. 718 af 25. juni 2010, § 2 i lov nr. 1555 af 21. december 2010 og § 7 i lov nr. 553 af 1. juni 2011, foretages følgende ændringer:";"635";"2010";"lov om vandforsyning m.v.";"lovbekendtgørelse"
"I lov om råstoffer, jf. lovbekendtgørelse nr. 950 af 24. september 2009, som ændret ved § 3 i lov nr. 484 af 11. maj 2010, foretages følgende ændringer:";"950";"2009";"lov om råstoffer";"lovbekendtgørelse"
"I lov om jagt og vildtforvaltning, jf. lovbekendtgørelse nr. 930 af 24. september 2009, som ændret ved § 6 i lov nr. 1383 af 21. december 2009 og § 7 i lov nr. 484 af 11. maj 2010, foretages følgende ændringer:";"930";"2009";"lov om jagt og vildtforvaltning";"lovbekendtgørelse"
"I lov om beskyttelse af havmiljøet, jf. lovbekendtgørelse nr. 929 af 24. september 2009, som ændret ved § 15 i lov nr. 484 af 11. maj 2010, § 1 i lov nr. 423 af 10. maj 2011 og § 3 i lov nr. 632 af 14. juni 2011, foretages følgende ændringer:";"929";"2009";"lov om beskyttelse af havmiljøet";"lovbekendtgørelse"
"I lov om vandløb, jf. lovbekendtgørelse nr. 927 af 24. september 2009, som ændret ved § 4 i lov nr. 1519 af 27. december 2009, § 5 i lov nr. 484 af 11. maj 2010, lov nr. 293 af 11. april 2011 og § 3 i lov nr. 553 af 1. juni 2011, foretages følgende ændringer:";"927";"2009";"lov om vandløb";"lovbekendtgørelse"
"I lov om beskyttelse af de ydre koge i Tøndermarsken, jf. lovbekendtgørelse nr. 928 af 24. september 2009, som ændret ved § 12 i lov nr. 484 af 11. maj 2010, foretages følgende ændringer:";"928";"2009";"lov om beskyttelse af de ydre koge i Tøndermarsken";"lovbekendtgørelse"
"I lov om naturbeskyttelse, jf. lovbekendtgørelse nr. 933 af 24. september 2009, som ændret ved § 5 i lov nr. 1383 af 21. december 2009, § 3 i lov nr. 1519 af 27. december 2009, § 1 i lov nr. 484 af 11. maj 2010, § 1 i lov nr. 553 af 1. juni 2011 og § 12 i lov nr. 591 af 14. juni 2011, foretages følgende ændringer:";"933";"2009";"lov om naturbeskyttelse";"lovbekendtgørelse"
"I lov om skove, jf. lovbekendtgørelse nr. 945 af 24. september 2009, som ændret ved § 6 i lov nr. 484 af 11. maj 2010 og § 16 i lov nr. 341 af 27. april 2011, foretages følgende ændringer:";"945";"2009";"lov om skove";"lovbekendtgørelse"
"I lov om miljøbeskyttelse, jf. lovbekendtgørelse nr. 879 af 26. juni 2010, som ændret senest ved § 6 i lov nr. 553 af 1. juni 2011, foretages følgende ændringer:";"879";"2010";"lov om miljøbeskyttelse";"lovbekendtgørelse"
"I lov om beskyttelse af havmiljøet, jf. lovbekendtgørelse nr. 929 af 24. september 2009, som ændret ved § 15 i lov nr. 484 af 11. maj 2010, § 1 i lov nr. 423 af 10. maj 2011 og § 3 i lov nr. 632 af 14. juni 2011, foretages følgende ændringer:";"929";"2009";"lov om beskyttelse af havmiljøet";"lovbekendtgørelse"
"I lov om almene boliger m.v., jf. lovbekendtgørelse nr. 884 af 10. august 2011, som ændret ved lov nr. 123 af 23. februar 2011, foretages følgende ændringer:";"884";"2011";"lov om almene boliger m.v.";"lovbekendtgørelse"
"I lov om aktiv socialpolitik, jf. lovbekendtgørelse nr. 946 af 1. oktober 2009, som ændret bl.a. ved § 3 i lov nr. 247 af 23. marts 2010, § 3 i lov nr. 431 af 28. april 2010, § 4 i lov nr. 573 af 31. maj 2010, § 3 i lov nr. 1595 af 22. december 2010, § 1 i lov nr. 1596 af 22. december 2010, lov nr. 1597 af 22. december 2010, § 4 i lov nr. 1602 af 22. december 2010 og § 1 i lov nr. 461 af 18. maj 2011 og senest ved § 1 i lov nr. 600 af 14. juni 2011, foretages følgende ændringer:";"946";"2009";"lov om aktiv socialpolitik";"lovbekendtgørelse"
"I lov om integration af udlændinge i Danmark (integrationsloven), jf. lovbekendtgørelse nr. 1062 af 20. august 2010, som ændret ved § 2 i lov nr. 1543 af 21. december 2010, § 1 i lov nr. 462 af 18. maj 2011, § 7 i lov nr. 600 af 14. juni 2011 og § 1 i lov nr. 759 af 29. juni 2011, foretages følgende ændringer:";"1062";"2010";"lov om integration af udlændinge i Danmark (integrationsloven)";"lovbekendtgørelse"
"I lov om en aktiv beskæftigelsesindsats, jf. lovbekendtgørelse nr. 710 af 23. juni 2011, foretages følgende ændringer:";"710";"2011";"lov om en aktiv beskæftigelsesindsats";"lovbekendtgørelse"
"I lov om ansvaret for og styringen af den aktive beskæftigelsesindsats, jf. lovbekendtgørelse nr. 731 af 15. juni 2010, som ændret ved § 2 i lov nr. 1596 af 22. december 2010, foretages følgende ændring:";"731";"2010";"lov om ansvaret for og styringen af den aktive beskæftigelsesindsats";"lovbekendtgørelse"
"I lov om individuel boligstøtte, jf. lovbekendtgørelse nr. 663 af 14. juni 2011, foretages følgende ændringer:";"663";"2011";"lov om individuel boligstøtte";"lovbekendtgørelse"
"I lov om kommunal udligning og generelle tilskud til kommuner, jf. lovbekendtgørelse nr. 561 af 19. juni 2009, som ændret ved lov nr. 710 af 25. juni 2010, § 5 i lov nr. 1602 af 22. december 2010, § 3 i lov nr. 462 af 18. maj 2011 og § 10 i lov nr. 592 af 14. juni 2011, foretages følgende ændring:";"561";"2009";"lov om kommunal udligning og generelle tilskud til kommuner";"lovbekendtgørelse"
"I lov om arbejdsløshedsforsikring m.v., jf. lovbekendtgørelse nr. 838 af 4. juli 2011, som ændret ved lov nr. 912 af 13. juli 2010 og § 1 i lov nr. 1540 af 21. december 2010, foretages følgende ændringer:";"838";"2011";"lov om arbejdsløshedsforsikring m.v.";"lovbekendtgørelse"
"I lov om beskatningen af pensionsordninger m.v. (pensionsbeskatningsloven), jf. lovbekendtgørelse nr. 1246 af 15. oktober 2010, som ændret ved § 6 i lov nr. 513 af 7. juni 2006, § 2 i lov nr. 1561 af 21. december 2010, § 13 i lov nr. 221 af 21. marts 2011 og § 4 i lov nr. 599 af 14. juni 2011, foretages følgende ændringer:";"1246";"2010";"lov om beskatningen af pensionsordninger m.v. (pensionsbeskatningsloven)";"lovbekendtgørelse"
"I lov om tjenestemandspension, jf. lovbekendtgørelse nr. 489 af 6. maj 2010, foretages følgende ændringer:";"489";"2010";"lov om tjenestemandspension";"lovbekendtgørelse"
"I lov om tjenestemænd, jf. lovbekendtgørelse nr. 488 af 6. maj 2010, foretages følgende ændring:";"488";"2010";"lov om tjenestemænd";"lovbekendtgørelse"
"I lov om delpension, jf. lovbekendtgørelse nr. 1096 af 16. november 2005, som ændret ved § 8 i lov nr. 523 af 24. juni 2005, lov nr. 1541 af 20. december 2006 og § 7 i lov nr. 429 af 28. april 2010, foretages følgende ændringer:";"1096";"2005";"lov om delpension";"lovbekendtgørelse"
